CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLCHI368,PRESA CHUVISCAR 1,RIO BRAVO,CHIHUAHUA,CHIHUAHUA,RiO CONCHOS 3,PRESA CHUVISCAR,LeNTICO,PRESA,"-10,611,663","2,860,445",2012-2021,"8,505",Aceptable,"74,25",Contaminada,36,Buena calidad,3960,Contaminada,27,Excelente,,,,,"80,1",Excelente,<10,Fuertemente contaminada,150,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Rojo,"DQO,CF,OD%M,OD%F,",SI,NO,SI,NO,SI,ND,NO,SI,LENTICO
DLCHI369,PRESA EL REJON 2,RIO BRAVO,CHIHUAHUA,CHIHUAHUA,RiO CONCHOS 3,PRESA EL REJON ZN,LeNTICO,PRESA,"-10,612,436","2,861,447",2012-2021,"2,4",Excelente,"26,36",Aceptable,14,Excelente,23,Excelente,<3,Excelente,,,,,"95,6",Excelente,"44,95",Aceptable,"38,3",Aceptable,,,,,"1,0",Toxicidad baja,<1,No Toxico,<1,No Toxico,"3,5",Toxicidad moderada,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI370,PRESA EL REJON 1,RIO BRAVO,CHIHUAHUA,CHIHUAHUA,RiO CONCHOS 3,PRESA EL REJON,LeNTICO,PRESA,"-10,613,148","2,861,360",2012-2021,"2,9",Excelente,"21,665",Aceptable,16,Excelente,45,Excelente,<3,Excelente,,,,,"86,1",Excelente,"53,15",Buena calidad,"42,55",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI371,PRESA LUIS L. LEON 3,RIO BRAVO,CHIHUAHUA,ALDAMA,RiO CONCHOS 3,PRESA LUIS L. LEON,LeNTICO (HUMEDAL),PRESA,"-10,530,391","2,887,382",2012-2021,<2,Excelente,"19,755",Buena calidad,76,Aceptable,139,Buena calidad,34,Excelente,,,,,"78,8",Excelente,"70,95",Excelente,"61,2",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI372,PRESA LUIS L. LEON 2,RIO BRAVO,CHIHUAHUA,ALDAMA,RiO CONCHOS 3,PRESA LUIS L. LEON,LeNTICO (HUMEDAL),PRESA,"-10,530,691","2,891,117",2012-2021,<2,Excelente,"15,845",Buena calidad,12,Excelente,4,Excelente,<3,Excelente,,,,,"91,7",Excelente,93,Excelente,"84,8",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI373,PRESA LUIS L. LEON 1,RIO BRAVO,CHIHUAHUA,ALDAMA,RiO CONCHOS 3,PRESA LUIS L. LEON,LeNTICO (HUMEDAL),PRESA,"-10,530,842","2,892,445",2012-2021,"2,9",Excelente,"17,04",Buena calidad,14,Excelente,<3,Excelente,<3,Excelente,,,,,"99,05",Excelente,"62,8",Buena calidad,"34,65",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"1,4",Toxicidad moderada,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI374,PRESA LUIS L. LEON 4,RIO BRAVO,CHIHUAHUA,ALDAMA,RiO CONCHOS 3,PRESA LUIS L. LEON,LeNTICO (HUMEDAL),PRESA,"-10,530,365","2,896,204",2012-2021,<2,Excelente,"25,315",Aceptable,12,Excelente,4,Excelente,<3,Excelente,,,,,"88,4",Excelente,"68,4",Buena calidad,"65,7",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI375,PRESA LUIS L. LEON 5,RIO BRAVO,CHIHUAHUA,ALDAMA,RiO CONCHOS 3,PRESA LUIS L. LEON,LeNTICO (HUMEDAL),PRESA,"-10,530,120","2,896,680",2012-2021,<2,Excelente,"19,09",Buena calidad,13,Excelente,"27,5",Excelente,<3,Excelente,,,,,"71,8",Excelente,"60,2",Buena calidad,"62,45",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI376,PRESA LUIS L. LEON 6,RIO BRAVO,CHIHUAHUA,ALDAMA,RiO CONCHOS 3,PRESA LUIS L. LEON,LeNTICO (HUMEDAL),PRESA,"-10,527,812","2,898,241",2012-2021,"2,2",Excelente,"17,49",Buena calidad,<10,Excelente,4,Excelente,<3,Excelente,,,,,"65,7",Buena calidad,"56,85",Buena calidad,"48,1",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI377,CONCHOS-PRESA EL GRANERO O PRESA LUIS L. LEON,RIO BRAVO,CHIHUAHUA,ALDAMA,RiO CONCHOS 4,RIO CONCHOS,LÓTICO,RiO,"-10,528,213","2,898,770",2012-2021,"2,5",Excelente,"17,965",Buena calidad,<10,Excelente,4,Excelente,<3,Excelente,,,"84,925",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCHI381,RH24-8 BRAVO CONCHOS,RIO BRAVO,CHIHUAHUA,COYAME DEL SOTOL,RiO CONCHOS 4,RIO SAN JUAN,LÓTICO (HUMEDAL),RiO,"-10,486,591","2,955,439",2012-2021,<2,Excelente,"18,81",Buena calidad,74,Buena calidad,455,Aceptable,20,Excelente,,,"93,2",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCHI382,RIO BRAVO 16,RIO BRAVO,CHIHUAHUA,OJINAGA,RiO BRAVO 3,RIO BRAVO,LÓTICO,RiO,"-10,443,472","2,958,108",2012-2021,<2,Excelente,"30,52",Aceptable,153,Contaminada,205,Aceptable,84,Excelente,,,"60,85",Buena calidad,,,,,,,<1,No Toxico,"3,0",Toxicidad moderada,,,,,,,,,Amarillo,"SST,",SI,SI,NO,SI,SI,ND,SI,SI,LOTICO
DLCHI382M1,PUENTE OJINAGA,RIO BRAVO,CHIHUAHUA,OJINAGA,RiO CONCHOS 4,RIO CONCHOS,LÓTICO,RiO,"-10,447,619","2,954,503",2012-2021,<2,Excelente,"22,415",Aceptable,"50,865",Buena calidad,1174,Contaminada,"66,5",Excelente,,,"97,2",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCHI383,RIO BRAVO 17,RIO BRAVO,CHIHUAHUA,OJINAGA,RiO BRAVO 3,RIO BRAVO,LÓTICO,RiO,"-10,443,150","2,958,202",2012-2021,"2,65",Excelente,"28,13",Aceptable,84,Aceptable,320,Aceptable,70,Excelente,,,"70,15",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCHI384,PUENTE PRESIDIO-OJINAGA,RIO BRAVO,CHIHUAHUA,OJINAGA,RiO BRAVO 3,RIO BRAVO,LÓTICO,RiO,"-10,439,498","2,955,618",2012-2021,"2,4",Excelente,"27,175",Aceptable,"127,88",Aceptable,282,Aceptable,23,Excelente,,,"77,7",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCHI385,RIO BRAVO 18,RIO BRAVO,CHIHUAHUA,OJINAGA,RiO BRAVO 3,RIO BRAVO,LÓTICO,RiO,"-10,437,767","2,954,219",2012-2021,"2,9",Excelente,"24,235",Aceptable,"117,75",Aceptable,"432,5",Aceptable,21,Excelente,,,"77,9",Excelente,,,,,,,<1,No Toxico,"3,6",Toxicidad moderada,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCHI388,RIO CASAS GRANDES 3,RIO BRAVO,CHIHUAHUA,ASCENSIÓN,RiO CASAS GRANDES 1,RIO CASAS GRANDES,LÓTICO,RiO,"-10,799,744","3,111,661",2012-2021,"2,8",Excelente,"31,2",Aceptable,"297,143",Buena calidad,1718,Contaminada,160,Buena calidad,,,"106,365",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCHI391,OJO VARELEÑO,RIO BRAVO,CHIHUAHUA,CASAS GRANDES,RiO CASAS GRANDES 1,MANANTIAL OJO VARELEÑO,LÓTICO,RiO,"-10,797,746","3,040,249",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"2992,5",Contaminada,187,Buena calidad,,,"93,45",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCHI396,OJO DE DOLORES,RIO BRAVO,CHIHUAHUA,JIMeNEZ,RiO FLORIDO 3,MANANTIAL OJO DE DOLORES,LÓTICO,RiO,"-10,495,257","2,703,243",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,1275,Contaminada,146,Buena calidad,,,"72,75",Excelente,,,,,,,"71,2",Toxicidad alta,<1,No Toxico,,,,,,,,,Rojo,"CF,TOX_L,",SI,SI,SI,NO,SI,ND,SI,NO,LOTICO
DLCHI397,PRESA SITURIACHI 1,RIO BRAVO,CHIHUAHUA,BOCOYNA,RiO CONCHOS 1,PRESA SITURIACHI,LeNTICO,PRESA,"-10,765,559","2,793,567",2012-2021,<2,Excelente,"22,68",Aceptable,17,Excelente,31,Excelente,<3,Excelente,,,,,"96,4",Excelente,"95,5",Excelente,"91,1",Excelente,,,,,<1,No Toxico,<1,No Toxico,"1,8",Toxicidad moderada,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI398,PRESA SITURIACHI 2,RIO BRAVO,CHIHUAHUA,BOCOYNA,RiO CONCHOS 1,PRESA SITURIACHI,LeNTICO,PRESA,"-10,764,579","2,793,553",2012-2021,<2,Excelente,"15,48",Buena calidad,"17,75",Excelente,31,Excelente,<3,Excelente,,,,,"95,4",Excelente,"94,5",Excelente,"85,8",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"1,2",Toxicidad baja,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI399,PRESA SITURIACHI 3,RIO BRAVO,CHIHUAHUA,BOCOYNA,RiO CONCHOS 1,PRESA SITURIACHI,LeNTICO,PRESA,"-10,764,529","2,793,983",2012-2021,<2,Excelente,"16,64",Buena calidad,"13,415",Excelente,20,Excelente,10,Excelente,,,,,"97,8",Excelente,"94,7",Excelente,"92,5",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI402,PRESA EL PEINADO 3,RIO BRAVO,CHIHUAHUA,MATAMOROS,RiO FLORIDO 3,PRESA EL PEINADO,LeNTICO,PRESA,"-10,564,675","2,673,889",2012-2021,"3,13",Buena calidad,"33,86",Aceptable,<10,Excelente,"1682,5",Contaminada,<3,Excelente,,,,,"87,3",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLCHI403,PRESA EL PEINADO 2,RIO BRAVO,CHIHUAHUA,MATAMOROS,RiO FLORIDO 3,PRESA EL PEINADO,LeNTICO,PRESA,"-10,564,901","2,673,645",2012-2021,"2,05",Excelente,"44,28",Contaminada,<10,Excelente,406,Aceptable,<3,Excelente,,,,,"89,35",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI404,PRESA EL PEINADO 1,RIO BRAVO,CHIHUAHUA,MATAMOROS,RiO FLORIDO 3,PRESA EL PEINADO,LeNTICO,PRESA,"-10,564,439","2,673,612",2012-2021,4,Buena calidad,"27,92",Aceptable,<10,Excelente,346,Aceptable,<3,Excelente,,,,,85,Excelente,87,Excelente,"86,6",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI405,PRESA EL PARRAL 2,RIO BRAVO,CHIHUAHUA,SANTA BaRBARA,RiO PARRAL,PRESA EL PARRAL,LeNTICO,PRESA,"-10,573,286","2,690,558",2012-2021,"2,98",Excelente,"17,12",Buena calidad,10,Excelente,110,Buena calidad,<3,Excelente,,,,,"111,8",Buena calidad,"79,7",Excelente,"63,3",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI406,PRESA EL PARRAL 1,RIO BRAVO,CHIHUAHUA,SANTA BaRBARA,RiO PARRAL,PRESA EL PARRAL,LeNTICO (HUMEDAL),PRESA,"-10,573,210","2,690,799",2012-2021,<2,Excelente,"20,9",Aceptable,18,Excelente,183,Buena calidad,<3,Excelente,,,,,"101,6",Excelente,"85,8",Excelente,"62,6",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI409,RIO FLORIDO,RIO BRAVO,CHIHUAHUA,ALLENDE,RiO PARRAL,RIO FLORIDO,LÓTICO,ARROYO,"-10,520,825","2,725,480",2012-2021,"2,145",Excelente,"28,61",Aceptable,<10,Excelente,1509,Contaminada,20,Excelente,,,112,Buena calidad,,,,,,,<1,No Toxico,"1,9",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCHI411,PUENTE CD. CAMARGO,RIO BRAVO,CHIHUAHUA,CAMARGO,RiO CONCHOS 2,RIO CONCHOS,LÓTICO,RiO,"-10,517,140","2,770,570",2012-2021,"4,86",Buena calidad,"72,095",Contaminada,"31,43",Buena calidad,9562,Contaminada,"207,5",Buena calidad,,,"103,6",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
DLCHI413,LA BOQUILLA (LA COLINA),RIO BRAVO,CHIHUAHUA,SAN FRANCISCO DE CONCHOS,RiO CONCHOS 2,RIO CONCHOS,LÓTICO (HUMEDAL),RiO,"-10,537,136","2,757,673",2012-2021,<2,Excelente,"190,072",Buena calidad,<10,Excelente,909,Aceptable,20,Excelente,,,"98,1",Excelente,,,,,,,<1,No Toxico,"2,3",Toxicidad moderada,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCHI414,PRESA LA BOQUILLA 5,RIO BRAVO,CHIHUAHUA,SAN FRANCISCO DE CONCHOS,RiO CONCHOS 1,PRESA LA BOQUILLA,LeNTICO,PRESA,"-10,541,402","2,754,552",2012-2021,<2,Excelente,"15,2",Buena calidad,<10,Excelente,41,Excelente,<3,Excelente,,,,,"104,7",Excelente,"76,1",Excelente,"39,4",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI415,PRESA LA BOQUILLA 4,RIO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RiO CONCHOS 1,PRESA LA BOQUILLA,LeNTICO (HUMEDAL),PRESA,"-10,545,698","2,748,970",2012-2021,<2,Excelente,"16,8",Buena calidad,10,Excelente,75,Excelente,<3,Excelente,,,,,"99,5",Excelente,"85,6",Excelente,78,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI416,PRESA LA BOQUILLA 3,RIO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RiO CONCHOS 1,PRESA LA BOQUILLA,LeNTICO (HUMEDAL),PRESA,"-10,557,185","2,752,229",2012-2021,<2,Excelente,"12,16",Buena calidad,"19,5",Excelente,134,Buena calidad,<3,Excelente,,,,,"95,2",Excelente,"84,3",Excelente,62,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI417,PRESA LA BOQUILLA 2,RIO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RiO CONCHOS 1,PRESA LA BOQUILLA,LeNTICO (HUMEDAL),PRESA,"-10,559,680","2,751,036",2012-2021,<2,Excelente,"12,72",Buena calidad,"17,33",Excelente,110,Buena calidad,<3,Excelente,,,,,"91,6",Excelente,"90,5",Excelente,85,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI418,PRESA LA BOQUILLA 1,RIO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RiO CONCHOS 1,PRESA LA BOQUILLA,LeNTICO,PRESA,"-10,550,697","2,751,670",2012-2021,2,Excelente,"47,075",Contaminada,"26,5",Buena calidad,"161,5",Buena calidad,10,Excelente,,,,,"113,2",Buena calidad,"80,65",Excelente,"59,4",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI418M1,PRESA LA BOQUILLA 1 - M1,RIO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RiO CONCHOS 1,PRESA LA BOQUILLA,LeNTICO,PRESA,"-10,550,629","2,751,699",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,96,Excelente,<3,Excelente,,,,,101,Excelente,"67,8",Buena calidad,"41,3",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI419,RH24-5 BRAVO CONCHOS,RIO BRAVO,CHIHUAHUA,ROSALES,RiO SAN PEDRO,RIO SAN PEDRO,LÓTICO (HUMEDAL),RiO,"-10,577,412","2,805,082",2012-2021,<2,Excelente,"16,39",Buena calidad,<10,Excelente,1155,Contaminada,20,Excelente,,,"101,2",Excelente,,,,,,,<1,No Toxico,"8,7",Toxicidad alta,,,,,,,,,Rojo,"CF,TOX_L,",SI,SI,SI,NO,SI,ND,SI,NO,LOTICO
DLCHI420,PRESA FRANCISCO I. MADERO 1,RIO BRAVO,CHIHUAHUA,ROSALES,RiO SAN PEDRO,PRESA FRANCISCO I. MADERO,LeNTICO (HUMEDAL),PRESA,"-10,568,134","2,810,343",2012-2021,<2,Excelente,"26,66",Aceptable,48,Buena calidad,249,Aceptable,<3,Excelente,,,,,"95,7",Excelente,"90,75",Excelente,"74,7",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI421,PRESA FRANCISCO I. MADERO 2,RIO BRAVO,CHIHUAHUA,ROSALES,RiO SAN PEDRO,PRESA FRANCISCO I. MADERO,LeNTICO (HUMEDAL),PRESA,"-10,567,242","2,814,503",2012-2021,<2,Excelente,"26,04",Aceptable,"33,835",Buena calidad,233,Aceptable,<3,Excelente,,,,,"99,7",Excelente,"71,1",Excelente,45,Aceptable,,,,,<1,No Toxico,<1,No Toxico,"2,0",Toxicidad moderada,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI422,PRESA FRANCISCO I. MADERO 3,RIO BRAVO,CHIHUAHUA,ROSALES,RiO SAN PEDRO,PRESA FRANCISCO I. MADERO,LeNTICO (HUMEDAL),PRESA,"-10,565,585","2,815,373",2012-2021,<2,Excelente,"24,08",Aceptable,"18,855",Excelente,63,Excelente,<3,Excelente,,,,,"96,2",Excelente,"68,8",Buena calidad,49,Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI423,PRESA FRANCISCO I. MADERO 4,RIO BRAVO,CHIHUAHUA,ROSALES,RiO SAN PEDRO,PRESA FRANCISCO I. MADERO,LeNTICO,PRESA,"-10,563,671","2,817,817",2012-2021,<2,Excelente,"24,36",Aceptable,"15,765",Excelente,359,Aceptable,<3,Excelente,,,,,"96,4",Excelente,"87,55",Excelente,"75,05",Excelente,,,,,<1,No Toxico,<1,No Toxico,"1,8",Toxicidad moderada,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI424,PRESA FRANCISCO I. MADERO 5,RIO BRAVO,CHIHUAHUA,ROSALES,RiO SAN PEDRO,PRESA FRANCISCO I. MADERO,LeNTICO,PRESA,"-10,562,835","2,816,708",2012-2021,<2,Excelente,"34,74",Aceptable,"19,25",Excelente,31,Excelente,<3,Excelente,,,,,"81,3",Excelente,"74,6",Excelente,"46,35",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCHI425,CANAL PRINCIPAL 32+221 DESCARGA AGUAS RESIDUALES,RIO BRAVO,CHIHUAHUA,ROSALES,RiO CONCHOS 2,CANAL PRINCIPAL,LÓTICO,CANAL,"-10,562,596","2,816,500",2012-2021,<2,Excelente,"20,01",Aceptable,"21,055",Excelente,858,Aceptable,"30,5",Excelente,,,"101,55",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLCHI427,RIO SAN PEDRO-PUENTE MEOQUI,RIO BRAVO,CHIHUAHUA,MEOQUI,RiO CONCHOS 2,RIO SAN PEDRO,LÓTICO (HUMEDAL),RiO,"-10,547,205","2,826,253",2012-2021,<2,Excelente,"19,15",Buena calidad,<10,Excelente,6867,Contaminada,426,Buena calidad,,,"96,15",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCHI428,PUENTE JULIMES,RIO BRAVO,CHIHUAHUA,JULIMES,RiO CONCHOS 2,RIO CONCHOS,LÓTICO (HUMEDAL),RiO,"-10,543,816","2,842,361",2012-2021,<2,Excelente,"14,59",Buena calidad,"11,75",Excelente,"3165,5",Contaminada,"73,5",Excelente,,,"102,35",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLCOA431,"PRESA VENUSTIANO CARRANZA, ENTRADA RiO SABINES",RIO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RiO SALADO,PRESA VENUSTIANO CARRANZA,LeNTICO (HUMEDAL),PRESA,"-10,067,499","2,751,147",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,35,Excelente,"19,5",Excelente,,,,,"99,1",Excelente,"99,3",Excelente,"98,8",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCOA432,"PRESA VENUSTIANO CARRANZA, CENTRO",RIO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RiO SALADO,PRESA VENUSTIANO CARRANZA,LeNTICO (HUMEDAL),PRESA,"-10,064,442","2,749,669",2012-2021,<2,Excelente,"11,54",Buena calidad,<10,Excelente,9,Excelente,<3,Excelente,,,,,"100,2",Excelente,"100,2",Excelente,"101,15",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCOA433,"PRESA VENUSTIANO CARRANZA, ENTRADA RiO SALADO",RIO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RiO SALADO,PRESA VENUSTIANO CARRANZA,LeNTICO (HUMEDAL),PRESA,"-10,070,438","2,748,473",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"5,25",Excelente,<3,Excelente,,,,,"98,75",Excelente,"99,05",Excelente,"100,5",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCOA434,"PRESA VENUSTIANO CARRANZA, SURESTE",RIO BRAVO,COAHUILA DE ZARAGOZA,JUaREZ,RiO SALADO,PRESA VENUSTIANO CARRANZA,LeNTICO (HUMEDAL),PRESA,"-10,061,208","2,744,855",2012-2021,<2,Excelente,"10,5",Buena calidad,<10,Excelente,<3,Excelente,<3,Excelente,,,,,"97,8",Excelente,101,Excelente,"100,3",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCOA435,"PRESA VENUSTIANO CARRANZA, SUROESTE",RIO BRAVO,COAHUILA DE ZARAGOZA,JUaREZ,RiO SALADO,PRESA VENUSTIANO CARRANZA,LeNTICO (HUMEDAL),PRESA,"-10,069,417","2,745,079",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,17,Excelente,"15,75",Excelente,,,,,"98,65",Excelente,"98,2",Excelente,"98,4",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLCOA436,RIO SABINAS 6,RIO BRAVO,COAHUILA DE ZARAGOZA,JUaREZ,RiO SALADO,RIO SABINAS,LÓTICO (HUMEDAL),RiO,"-10,072,442","2,761,015",2012-2021,<2,Excelente,<10,Excelente,24,Excelente,90,Excelente,40,Excelente,,,"100,45",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
